timestep	potential_energy	temperature
235000	-15909.98597	1.133079916e-09
236000	-15909.98597	1.132578961e-09
237000	-15909.98597	1.132078029e-09
238000	-15909.98597	1.131577121e-09
239000	-15909.98597	1.131076235e-09
240000	-15909.98597	1.130575373e-09
241000	-15909.98597	1.130074535e-09
242000	-15909.98597	1.129573721e-09
243000	-15909.98597	1.129072932e-09
244000	-15909.98597	1.128572167e-09
245000	-15909.98597	1.128071427e-09
246000	-15909.98597	1.127570712e-09
247000	-15909.98597	1.127070022e-09
248000	-15909.98597	1.126569359e-09
249000	-15909.98597	1.12606872e-09
250000	-15909.98597	1.125568108e-09
251000	-15909.98597	1.125067523e-09
252000	-15909.98597	1.124566964e-09
253000	-15909.98597	1.124066432e-09
254000	-15909.98597	1.123565927e-09
255000	-15909.98597	1.123065449e-09
256000	-15909.98597	1.122564999e-09
257000	-15909.98597	1.122064577e-09
258000	-15909.98597	1.121564183e-09
259000	-15909.98597	1.121063817e-09
260000	-15909.98597	1.12056348e-09
261000	-15909.98597	1.120063172e-09
262000	-15909.98597	1.119562893e-09
263000	-15909.98597	1.119062643e-09
264000	-15909.98597	1.118562423e-09
265000	-15909.98597	1.118062232e-09
266000	-15909.98597	1.117562072e-09
267000	-15909.98597	1.117061942e-09
268000	-15909.98597	1.116561843e-09
269000	-15909.98597	1.116061774e-09
270000	-15909.98597	1.115561737e-09
271000	-15909.98597	1.115061731e-09
272000	-15909.98597	1.114561756e-09
273000	-15909.98597	1.114061813e-09
274000	-15909.98597	1.113561903e-09
275000	-15909.98597	1.113062024e-09
276000	-15909.98597	1.112562178e-09
277000	-15909.98597	1.112062365e-09
278000	-15909.98597	1.111562585e-09
279000	-15909.98597	1.111062838e-09
280000	-15909.98597	1.110563125e-09
281000	-15909.98597	1.110063446e-09
282000	-15909.98597	1.1095638e-09
283000	-15909.98597	1.109064189e-09
284000	-15909.98597	1.108564612e-09
285000	-15909.98597	1.10806507e-09
286000	-15909.98597	1.107565563e-09
287000	-15909.98597	1.107066091e-09
288000	-15909.98597	1.106566655e-09
289000	-15909.98597	1.106067254e-09
290000	-15909.98597	1.105567889e-09
291000	-15909.98597	1.105068561e-09
292000	-15909.98597	1.104569269e-09
293000	-15909.98597	1.104070013e-09
294000	-15909.98597	1.103570794e-09
295000	-15909.98597	1.103071613e-09
296000	-15909.98597	1.102572469e-09
297000	-15909.98597	1.102073362e-09
298000	-15909.98597	1.101574294e-09
299000	-15909.98597	1.101075263e-09
300000	-15909.98597	1.100576271e-09
301000	-15909.98597	1.100077317e-09
302000	-15909.98597	1.099578402e-09
303000	-15909.98597	1.099079526e-09
304000	-15909.98597	1.09858069e-09
305000	-15909.98597	1.098081893e-09
306000	-15909.98597	1.097583135e-09
307000	-15909.98597	1.097084418e-09
308000	-15909.98597	1.096585741e-09
309000	-15909.98597	1.096087104e-09
310000	-15909.98597	1.095588508e-09
311000	-15909.98597	1.095089953e-09
312000	-15909.98597	1.094591439e-09
313000	-15909.98597	1.094092967e-09
314000	-15909.98597	1.093594536e-09
315000	-15909.98597	1.093096147e-09
316000	-15909.98597	1.0925978e-09
317000	-15909.98597	1.092099496e-09
318000	-15909.98597	1.091601234e-09
319000	-15909.98597	1.091103015e-09
320000	-15909.98597	1.090604839e-09
321000	-15909.98597	1.090106706e-09
322000	-15909.98597	1.089608616e-09
323000	-15909.98597	1.089110571e-09
324000	-15909.98597	1.088612569e-09
325000	-15909.98597	1.088114612e-09
326000	-15909.98597	1.087616699e-09
327000	-15909.98597	1.08711883e-09
328000	-15909.98597	1.086621007e-09
329000	-15909.98597	1.086123229e-09
330000	-15909.98597	1.085625496e-09
331000	-15909.98597	1.085127808e-09
332000	-15909.98597	1.084630167e-09
333000	-15909.98597	1.084132571e-09
334000	-15909.98597	1.083635022e-09
335000	-15909.98597	1.083137519e-09
336000	-15909.98597	1.082640063e-09
337000	-15909.98597	1.082142654e-09
338000	-15909.98597	1.081645292e-09
339000	-15909.98597	1.081147978e-09
340000	-15909.98597	1.080650711e-09
341000	-15909.98597	1.080153492e-09
342000	-15909.98597	1.079656321e-09
343000	-15909.98597	1.079159199e-09
344000	-15909.98597	1.078662125e-09
345000	-15909.98597	1.0781651e-09
346000	-15909.98597	1.077668123e-09
347000	-15909.98597	1.077171197e-09
348000	-15909.98597	1.076674319e-09
349000	-15909.98597	1.076177491e-09
350000	-15909.98597	1.075680714e-09
351000	-15909.98597	1.075183986e-09
352000	-15909.98597	1.074687308e-09
353000	-15909.98597	1.074190682e-09
354000	-15909.98597	1.073694106e-09
355000	-15909.98597	1.073197581e-09
356000	-15909.98597	1.072701107e-09
357000	-15909.98597	1.072204685e-09
358000	-15909.98597	1.071708315e-09
359000	-15909.98597	1.071211996e-09
360000	-15909.98597	1.07071573e-09
361000	-15909.98597	1.070219516e-09
362000	-15909.98597	1.069723354e-09
363000	-15909.98597	1.069227246e-09
364000	-15909.98597	1.06873119e-09
365000	-15909.98597	1.068235188e-09
366000	-15909.98597	1.067739239e-09
367000	-15909.98598	1.067243344e-09
368000	-15909.98598	1.066747503e-09
369000	-15909.98598	1.066251716e-09
370000	-15909.98598	1.065755984e-09
371000	-15909.98598	1.065260306e-09
372000	-15909.98598	1.064764682e-09
373000	-15909.98598	1.064269114e-09
374000	-15909.98598	1.063773601e-09
375000	-15909.98598	1.063278144e-09
376000	-15909.98598	1.062782742e-09
377000	-15909.98598	1.062287396e-09
378000	-15909.98598	1.061792107e-09
379000	-15909.98598	1.061296873e-09
380000	-15909.98598	1.060801697e-09
381000	-15909.98598	1.060306577e-09
382000	-15909.98598	1.059811514e-09
383000	-15909.98598	1.059316508e-09
384000	-15909.98598	1.058821559e-09
385000	-15909.98598	1.058326669e-09
386000	-15909.98598	1.057831836e-09
387000	-15909.98598	1.057337061e-09
388000	-15909.98598	1.056842345e-09
389000	-15909.98598	1.056347687e-09
390000	-15909.98598	1.055853088e-09
391000	-15909.98598	1.055358547e-09
392000	-15909.98598	1.054864066e-09
393000	-15909.98598	1.054369644e-09
394000	-15909.98598	1.053875282e-09
395000	-15909.98598	1.05338098e-09
396000	-15909.98598	1.052886738e-09
397000	-15909.98598	1.052392556e-09
398000	-15909.98598	1.051898434e-09
399000	-15909.98598	1.051404373e-09
400000	-15909.98598	1.050910373e-09
401000	-15909.98598	1.050416434e-09
402000	-15909.98598	1.049922556e-09
403000	-15909.98598	1.04942874e-09
404000	-15909.98598	1.048934985e-09
405000	-15909.98598	1.048441293e-09
406000	-15909.98598	1.047947662e-09
407000	-15909.98598	1.047454094e-09
408000	-15909.98598	1.046960589e-09
409000	-15909.98598	1.046467146e-09
410000	-15909.98598	1.045973766e-09
411000	-15909.98598	1.04548045e-09
412000	-15909.98598	1.044987197e-09
413000	-15909.98598	1.044494007e-09
414000	-15909.98598	1.044000881e-09
415000	-15909.98598	1.04350782e-09
416000	-15909.98598	1.043014822e-09
417000	-15909.98598	1.042521889e-09
418000	-15909.98598	1.042029021e-09
419000	-15909.98598	1.041536218e-09
420000	-15909.98598	1.041043479e-09
421000	-15909.98598	1.040550806e-09
422000	-15909.98598	1.040058199e-09
423000	-15909.98598	1.039565657e-09
424000	-15909.98598	1.039073181e-09
425000	-15909.98598	1.038580771e-09
426000	-15909.98598	1.038088427e-09
427000	-15909.98598	1.03759615e-09
428000	-15909.98598	1.03710394e-09
429000	-15909.98598	1.036611797e-09
430000	-15909.98598	1.03611972e-09
431000	-15909.98598	1.035627712e-09
432000	-15909.98598	1.03513577e-09
433000	-15909.98598	1.034643897e-09
434000	-15909.98598	1.034152091e-09
435000	-15909.98598	1.033660354e-09
436000	-15909.98598	1.033168685e-09
437000	-15909.98598	1.032677084e-09
438000	-15909.98598	1.032185552e-09
439000	-15909.98598	1.03169409e-09
440000	-15909.98598	1.031202696e-09
441000	-15909.98598	1.030711372e-09
442000	-15909.98598	1.030220117e-09
443000	-15909.98598	1.029728933e-09
444000	-15909.98598	1.029237818e-09
445000	-15909.98598	1.028746773e-09
446000	-15909.98598	1.028255799e-09
447000	-15909.98598	1.027764895e-09
448000	-15909.98598	1.027274063e-09
449000	-15909.98598	1.026783301e-09
450000	-15909.98598	1.02629261e-09
451000	-15909.98598	1.025801991e-09
452000	-15909.98598	1.025311443e-09
453000	-15909.98598	1.024820967e-09
454000	-15909.98598	1.024330564e-09
455000	-15909.98598	1.023840232e-09
456000	-15909.98598	1.023349973e-09
457000	-15909.98598	1.022859786e-09
458000	-15909.98598	1.022369672e-09
459000	-15909.98598	1.021879631e-09
460000	-15909.98598	1.021389664e-09
461000	-15909.98598	1.020899769e-09
462000	-15909.98598	1.020409948e-09
463000	-15909.98598	1.019920202e-09
464000	-15909.98598	1.019430529e-09
465000	-15909.98598	1.01894093e-09
466000	-15909.98598	1.018451405e-09
467000	-15909.98598	1.017961955e-09
468000	-15909.98598	1.01747258e-09
469000	-15909.98598	1.01698328e-09
470000	-15909.98598	1.016494055e-09
471000	-15909.98598	1.016004905e-09
472000	-15909.98598	1.015515831e-09
473000	-15909.98598	1.015026833e-09
474000	-15909.98598	1.01453791e-09
475000	-15909.98598	1.014049064e-09
476000	-15909.98598	1.013560294e-09
477000	-15909.98598	1.0130716e-09
478000	-15909.98598	1.012582983e-09
479000	-15909.98598	1.012094444e-09
480000	-15909.98598	1.011605981e-09
481000	-15909.98598	1.011117595e-09
482000	-15909.98598	1.010629287e-09
483000	-15909.98598	1.010141057e-09
484000	-15909.98598	1.009652904e-09
485000	-15909.98598	1.009164829e-09
486000	-15909.98598	1.008676833e-09
487000	-15909.98598	1.008188915e-09
488000	-15909.98598	1.007701076e-09
489000	-15909.98598	1.007213316e-09
490000	-15909.98598	1.006725634e-09
491000	-15909.98598	1.006238032e-09
492000	-15909.98598	1.005750509e-09
493000	-15909.98598	1.005263066e-09
494000	-15909.98598	1.004775702e-09
495000	-15909.98598	1.004288419e-09
496000	-15909.98598	1.003801215e-09
497000	-15909.98598	1.003314092e-09
498000	-15909.98598	1.002827049e-09
499000	-15909.98598	1.002340088e-09
500000	-15909.98598	1.001853207e-09
501000	-15909.98598	1.001366407e-09
502000	-15909.98598	1.000879688e-09
503000	-15909.98598	1.000393051e-09
504000	-15909.98598	9.999064951e-10
505000	-15909.98598	9.994200213e-10
506000	-15909.98598	9.989336296e-10
507000	-15909.98598	9.9844732e-10
508000	-15909.98598	9.979610928e-10
509000	-15909.98598	9.974749482e-10
510000	-15909.98598	9.969888863e-10
511000	-15909.98598	9.965029074e-10
512000	-15909.98598	9.960170116e-10
513000	-15909.98598	9.955311991e-10
514000	-15909.98598	9.950454701e-10
515000	-15909.98598	9.945598248e-10
516000	-15909.98598	9.940742633e-10
517000	-15909.98598	9.935887859e-10
518000	-15909.98598	9.931033927e-10
519000	-15909.98598	9.926180839e-10
520000	-15909.98598	9.921328597e-10
521000	-15909.98598	9.916477202e-10
522000	-15909.98598	9.911626657e-10
523000	-15909.98598	9.906776964e-10
524000	-15909.98598	9.901928124e-10
525000	-15909.98598	9.897080138e-10
526000	-15909.98598	9.89223301e-10
527000	-15909.98598	9.88738674e-10
528000	-15909.98598	9.882541331e-10
529000	-15909.98598	9.877696783e-10
530000	-15909.98598	9.8728531e-10
531000	-15909.98598	9.868010283e-10
532000	-15909.98598	9.863168333e-10
533000	-15909.98598	9.858327253e-10
534000	-15909.98598	9.853487044e-10
535000	-15909.98598	9.848647708e-10
536000	-15909.98598	9.843809246e-10
537000	-15909.98598	9.838971661e-10
538000	-15909.98598	9.834134955e-10
539000	-15909.98598	9.829299129e-10
540000	-15909.98598	9.824464184e-10
541000	-15909.98598	9.819630124e-10
542000	-15909.98598	9.814796948e-10
543000	-15909.98598	9.80996466e-10
544000	-15909.98598	9.805133261e-10
545000	-15909.98598	9.800302753e-10
546000	-15909.98598	9.795473137e-10
547000	-15909.98598	9.790644416e-10
548000	-15909.98598	9.78581659e-10
549000	-15909.98598	9.780989663e-10
550000	-15909.98598	9.776163635e-10
551000	-15909.98598	9.771338508e-10
552000	-15909.98598	9.766514284e-10
553000	-15909.98598	9.761690965e-10
554000	-15909.98598	9.756868552e-10
555000	-15909.98598	9.752047048e-10
556000	-15909.98598	9.747226454e-10
557000	-15909.98598	9.742406771e-10
558000	-15909.98598	9.737588002e-10
559000	-15909.98598	9.732770148e-10
560000	-15909.98598	9.727953211e-10
561000	-15909.98598	9.723137193e-10
562000	-15909.98598	9.718322095e-10
563000	-15909.98598	9.713507919e-10
564000	-15909.98598	9.708694667e-10
565000	-15909.98598	9.70388234e-10
566000	-15909.98598	9.69907094e-10
567000	-15909.98599	9.69426047e-10
568000	-15909.98599	9.68945093e-10
569000	-15909.98599	9.684642323e-10
570000	-15909.98599	9.679834649e-10
571000	-15909.98599	9.675027911e-10
572000	-15909.98599	9.670222111e-10
573000	-15909.98599	9.66541725e-10
574000	-15909.98599	9.66061333e-10
575000	-15909.98599	9.655810352e-10
576000	-15909.98599	9.651008318e-10
577000	-15909.98599	9.646207231e-10
578000	-15909.98599	9.64140709e-10
579000	-15909.98599	9.6366079e-10
580000	-15909.98599	9.63180966e-10
581000	-15909.98599	9.627012372e-10
582000	-15909.98599	9.622216039e-10
583000	-15909.98599	9.617420662e-10
584000	-15909.98599	9.612626242e-10
585000	-15909.98599	9.607832782e-10
586000	-15909.98599	9.603040283e-10
587000	-15909.98599	9.598248746e-10
588000	-15909.98599	9.593458174e-10
589000	-15909.98599	9.588668567e-10
590000	-15909.98599	9.583879928e-10
591000	-15909.98599	9.579092258e-10
592000	-15909.98599	9.574305559e-10
593000	-15909.98599	9.569519833e-10
594000	-15909.98599	9.56473508e-10
595000	-15909.98599	9.559951304e-10
596000	-15909.98599	9.555168505e-10
597000	-15909.98599	9.550386685e-10
598000	-15909.98599	9.545605846e-10
599000	-15909.98599	9.540825988e-10
600000	-15909.98599	9.536047115e-10
601000	-15909.98599	9.531269228e-10
602000	-15909.98599	9.526492328e-10
603000	-15909.98599	9.521716416e-10
604000	-15909.98599	9.516941495e-10
605000	-15909.98599	9.512167566e-10
606000	-15909.98599	9.507394631e-10
607000	-15909.98599	9.502622691e-10
608000	-15909.98599	9.497851748e-10
609000	-15909.98599	9.493081803e-10
610000	-15909.98599	9.488312858e-10
611000	-15909.98599	9.483544915e-10
612000	-15909.98599	9.478777976e-10
613000	-15909.98599	9.474012041e-10
614000	-15909.98599	9.469247113e-10
615000	-15909.98599	9.464483193e-10
616000	-15909.98599	9.459720282e-10
617000	-15909.98599	9.454958383e-10
618000	-15909.98599	9.450197497e-10
619000	-15909.98599	9.445437625e-10
620000	-15909.98599	9.440678769e-10
621000	-15909.98599	9.43592093e-10
622000	-15909.98599	9.431164111e-10
623000	-15909.98599	9.426408312e-10
624000	-15909.98599	9.421653536e-10
625000	-15909.98599	9.416899783e-10
626000	-15909.98599	9.412147056e-10
627000	-15909.98599	9.407395356e-10
628000	-15909.98599	9.402644685e-10
629000	-15909.98599	9.397895043e-10
630000	-15909.98599	9.393146433e-10
631000	-15909.98599	9.388398857e-10
632000	-15909.98599	9.383652315e-10
633000	-15909.98599	9.378906809e-10
634000	-15909.98599	9.374162341e-10
635000	-15909.98599	9.369418913e-10
636000	-15909.98599	9.364676526e-10
637000	-15909.98599	9.359935181e-10
638000	-15909.98599	9.355194879e-10
639000	-15909.98599	9.350455624e-10
640000	-15909.98599	9.345717416e-10
641000	-15909.98599	9.340980256e-10
642000	-15909.98599	9.336244146e-10
643000	-15909.98599	9.331509088e-10
644000	-15909.98599	9.326775083e-10
645000	-15909.98599	9.322042132e-10
646000	-15909.98599	9.317310238e-10
647000	-15909.98599	9.312579402e-10
648000	-15909.98599	9.307849625e-10
649000	-15909.98599	9.303120908e-10
650000	-15909.98599	9.298393254e-10
651000	-15909.98599	9.293666663e-10
652000	-15909.98599	9.288941138e-10
653000	-15909.98599	9.284216679e-10
654000	-15909.98599	9.279493289e-10
655000	-15909.98599	9.274770968e-10
656000	-15909.98599	9.270049719e-10
657000	-15909.98599	9.265329542e-10
658000	-15909.98599	9.260610439e-10
659000	-15909.98599	9.255892412e-10
660000	-15909.98599	9.251175463e-10
661000	-15909.98599	9.246459591e-10
662000	-15909.98599	9.2417448e-10
663000	-15909.98599	9.237031091e-10
664000	-15909.98599	9.232318464e-10
665000	-15909.98599	9.227606922e-10
666000	-15909.98599	9.222896466e-10
667000	-15909.98599	9.218187098e-10
668000	-15909.98599	9.213478818e-10
669000	-15909.98599	9.208771629e-10
670000	-15909.98599	9.204065532e-10
671000	-15909.98599	9.199360528e-10
672000	-15909.98599	9.194656618e-10
673000	-15909.98599	9.189953805e-10
674000	-15909.98599	9.18525209e-10
675000	-15909.98599	9.180551473e-10
676000	-15909.98599	9.175851957e-10
677000	-15909.98599	9.171153543e-10
678000	-15909.98599	9.166456233e-10
679000	-15909.98599	9.161760027e-10
680000	-15909.98599	9.157064928e-10
681000	-15909.98599	9.152370936e-10
682000	-15909.98599	9.147678054e-10
683000	-15909.98599	9.142986282e-10
684000	-15909.98599	9.138295621e-10
685000	-15909.98599	9.133606075e-10
686000	-15909.98599	9.128917643e-10
687000	-15909.98599	9.124230328e-10
688000	-15909.98599	9.11954413e-10
689000	-15909.98599	9.114859051e-10
690000	-15909.98599	9.110175093e-10
691000	-15909.98599	9.105492256e-10
692000	-15909.98599	9.100810543e-10
693000	-15909.98599	9.096129955e-10
694000	-15909.98599	9.091450492e-10
695000	-15909.98599	9.086772157e-10
696000	-15909.98599	9.082094951e-10
697000	-15909.98599	9.077418876e-10
698000	-15909.98599	9.072743932e-10
699000	-15909.98599	9.068070121e-10
700000	-15909.98599	9.063397444e-10
701000	-15909.98599	9.058725904e-10
702000	-15909.98599	9.0540555e-10
703000	-15909.98599	9.049386236e-10
704000	-15909.98599	9.044718111e-10
705000	-15909.98599	9.040051127e-10
706000	-15909.98599	9.035385287e-10
707000	-15909.98599	9.03072059e-10
708000	-15909.98599	9.026057039e-10
709000	-15909.98599	9.021394634e-10
710000	-15909.98599	9.016733378e-10
711000	-15909.98599	9.012073271e-10
712000	-15909.98599	9.007414316e-10
713000	-15909.98599	9.002756512e-10
714000	-15909.98599	8.998099862e-10
715000	-15909.98599	8.993444367e-10
716000	-15909.98599	8.988790029e-10
717000	-15909.98599	8.984136848e-10
718000	-15909.98599	8.979484826e-10
719000	-15909.98599	8.974833964e-10
720000	-15909.98599	8.970184264e-10
721000	-15909.98599	8.965535727e-10
722000	-15909.98599	8.960888355e-10
723000	-15909.98599	8.956242148e-10
724000	-15909.98599	8.951597108e-10
725000	-15909.98599	8.946953236e-10
726000	-15909.98599	8.942310534e-10
727000	-15909.98599	8.937669004e-10
728000	-15909.98599	8.933028645e-10
729000	-15909.98599	8.92838946e-10
730000	-15909.98599	8.92375145e-10
731000	-15909.98599	8.919114616e-10
732000	-15909.98599	8.91447896e-10
733000	-15909.98599	8.909844483e-10
734000	-15909.98599	8.905211186e-10
