timestep	potential_energy	temperature
2482000	-15909.98481	2.16870524e-10
2483000	-15909.98481	2.167621002e-10
2484000	-15909.98481	2.166537234e-10
2485000	-15909.98481	2.165453934e-10
2486000	-15909.98481	2.164371104e-10
2487000	-15909.98481	2.163288743e-10
2488000	-15909.98481	2.16220685e-10
2489000	-15909.98481	2.161125426e-10
2490000	-15909.98481	2.16004447e-10
2491000	-15909.98481	2.158963983e-10
2492000	-15909.98481	2.157883964e-10
2493000	-15909.98481	2.156804413e-10
2494000	-15909.98481	2.15572533e-10
2495000	-15909.98481	2.154646714e-10
2496000	-15909.98481	2.153568567e-10
2497000	-15909.98481	2.152490887e-10
2498000	-15909.98481	2.151413674e-10
2499000	-15909.98481	2.150336929e-10
2500000	-15909.98481	2.149260651e-10
2501000	-15909.98481	2.148184841e-10
2502000	-15909.98481	2.147109497e-10
2503000	-15909.98481	2.14603462e-10
2504000	-15909.98481	2.144960209e-10
2505000	-15909.98481	2.143886265e-10
2506000	-15909.98481	2.142812788e-10
2507000	-15909.98481	2.141739777e-10
2508000	-15909.98481	2.140667232e-10
2509000	-15909.98481	2.139595154e-10
2510000	-15909.98481	2.138523541e-10
2511000	-15909.98481	2.137452394e-10
2512000	-15909.98481	2.136381712e-10
2513000	-15909.98481	2.135311497e-10
2514000	-15909.98481	2.134241746e-10
2515000	-15909.98481	2.133172461e-10
2516000	-15909.98481	2.132103642e-10
2517000	-15909.98481	2.131035287e-10
2518000	-15909.98481	2.129967397e-10
2519000	-15909.98481	2.128899972e-10
2520000	-15909.98481	2.127833012e-10
2521000	-15909.98481	2.126766516e-10
2522000	-15909.98481	2.125700484e-10
2523000	-15909.98481	2.124634917e-10
2524000	-15909.98481	2.123569814e-10
2525000	-15909.98481	2.122505175e-10
2526000	-15909.98481	2.121441e-10
2527000	-15909.98481	2.120377289e-10
2528000	-15909.98481	2.119314042e-10
2529000	-15909.98481	2.118251258e-10
2530000	-15909.98481	2.117188937e-10
2531000	-15909.98481	2.11612708e-10
2532000	-15909.98481	2.115065685e-10
2533000	-15909.98481	2.114004754e-10
2534000	-15909.98481	2.112944286e-10
2535000	-15909.98481	2.11188428e-10
2536000	-15909.98481	2.110824737e-10
2537000	-15909.98481	2.109765657e-10
2538000	-15909.98481	2.108707039e-10
2539000	-15909.98481	2.107648883e-10
2540000	-15909.98481	2.106591189e-10
2541000	-15909.98481	2.105533958e-10
2542000	-15909.98481	2.104477188e-10
2543000	-15909.98481	2.10342088e-10
2544000	-15909.98481	2.102365033e-10
2545000	-15909.98481	2.101309648e-10
2546000	-15909.98481	2.100254724e-10
2547000	-15909.98481	2.099200262e-10
2548000	-15909.98481	2.098146261e-10
2549000	-15909.98481	2.09709272e-10
2550000	-15909.98481	2.096039641e-10
2551000	-15909.98481	2.094987022e-10
2552000	-15909.98481	2.093934863e-10
2553000	-15909.98481	2.092883166e-10
2554000	-15909.98481	2.091831928e-10
2555000	-15909.98481	2.090781151e-10
2556000	-15909.98481	2.089730834e-10
2557000	-15909.98481	2.088680976e-10
2558000	-15909.98481	2.087631579e-10
2559000	-15909.98481	2.086582641e-10
2560000	-15909.98481	2.085534162e-10
2561000	-15909.98481	2.084486144e-10
2562000	-15909.98481	2.083438584e-10
2563000	-15909.98481	2.082391483e-10
2564000	-15909.98481	2.081344842e-10
2565000	-15909.98481	2.08029866e-10
2566000	-15909.98481	2.079252936e-10
2567000	-15909.98481	2.078207671e-10
2568000	-15909.98481	2.077162864e-10
2569000	-15909.98481	2.076118516e-10
2570000	-15909.98481	2.075074626e-10
2571000	-15909.98481	2.074031194e-10
2572000	-15909.98481	2.07298822e-10
2573000	-15909.98481	2.071945704e-10
2574000	-15909.98481	2.070903646e-10
2575000	-15909.98481	2.069862045e-10
2576000	-15909.98481	2.068820902e-10
2577000	-15909.98481	2.067780216e-10
2578000	-15909.98481	2.066739987e-10
2579000	-15909.98481	2.065700216e-10
2580000	-15909.98481	2.064660901e-10
2581000	-15909.98481	2.063622043e-10
2582000	-15909.98481	2.062583642e-10
2583000	-15909.98481	2.061545698e-10
2584000	-15909.98481	2.06050821e-10
2585000	-15909.98481	2.059471178e-10
2586000	-15909.98481	2.058434602e-10
2587000	-15909.98481	2.057398483e-10
2588000	-15909.98481	2.056362819e-10
2589000	-15909.98481	2.055327611e-10
2590000	-15909.98481	2.054292859e-10
2591000	-15909.98481	2.053258562e-10
2592000	-15909.98481	2.052224721e-10
2593000	-15909.98481	2.051191335e-10
2594000	-15909.98481	2.050158404e-10
2595000	-15909.98481	2.049125928e-10
2596000	-15909.98481	2.048093907e-10
2597000	-15909.98481	2.04706234e-10
2598000	-15909.98481	2.046031229e-10
2599000	-15909.98481	2.045000571e-10
2600000	-15909.98481	2.043970368e-10
2601000	-15909.98481	2.04294062e-10
2602000	-15909.98481	2.041911325e-10
2603000	-15909.98481	2.040882484e-10
2604000	-15909.98481	2.039854098e-10
2605000	-15909.98481	2.038826164e-10
2606000	-15909.98481	2.037798685e-10
2607000	-15909.98481	2.036771659e-10
2608000	-15909.98481	2.035745086e-10
2609000	-15909.98481	2.034718966e-10
2610000	-15909.98481	2.033693299e-10
2611000	-15909.98481	2.032668085e-10
2612000	-15909.98481	2.031643324e-10
2613000	-15909.98481	2.030619016e-10
2614000	-15909.98481	2.02959516e-10
2615000	-15909.98481	2.028571757e-10
2616000	-15909.98481	2.027548805e-10
2617000	-15909.98481	2.026526306e-10
2618000	-15909.98481	2.025504259e-10
2619000	-15909.98481	2.024482664e-10
2620000	-15909.98481	2.02346152e-10
2621000	-15909.98481	2.022440828e-10
2622000	-15909.98481	2.021420588e-10
2623000	-15909.98481	2.020400798e-10
2624000	-15909.98481	2.01938146e-10
2625000	-15909.98481	2.018362573e-10
2626000	-15909.98481	2.017344137e-10
2627000	-15909.98481	2.016326152e-10
2628000	-15909.98481	2.015308617e-10
2629000	-15909.98481	2.014291533e-10
2630000	-15909.98481	2.0132749e-10
2631000	-15909.98481	2.012258716e-10
2632000	-15909.98481	2.011242983e-10
2633000	-15909.98481	2.0102277e-10
2634000	-15909.98481	2.009212866e-10
2635000	-15909.98481	2.008198483e-10
2636000	-15909.98481	2.007184548e-10
2637000	-15909.98481	2.006171064e-10
2638000	-15909.98481	2.005158029e-10
2639000	-15909.98481	2.004145443e-10
2640000	-15909.98481	2.003133306e-10
2641000	-15909.98481	2.002121618e-10
2642000	-15909.98481	2.001110378e-10
2643000	-15909.98481	2.000099588e-10
2644000	-15909.98481	1.999089246e-10
2645000	-15909.98481	1.998079352e-10
2646000	-15909.98481	1.997069907e-10
2647000	-15909.98481	1.99606091e-10
2648000	-15909.98481	1.995052361e-10
2649000	-15909.98481	1.994044259e-10
2650000	-15909.98481	1.993036606e-10
2651000	-15909.98481	1.9920294e-10
2652000	-15909.98481	1.991022642e-10
2653000	-15909.98481	1.990016331e-10
2654000	-15909.98481	1.989010467e-10
2655000	-15909.98481	1.98800505e-10
2656000	-15909.98481	1.98700008e-10
2657000	-15909.98481	1.985995557e-10
2658000	-15909.98481	1.984991481e-10
2659000	-15909.98481	1.983987851e-10
2660000	-15909.98481	1.982984668e-10
2661000	-15909.98481	1.981981931e-10
2662000	-15909.98481	1.98097964e-10
2663000	-15909.98481	1.979977795e-10
2664000	-15909.98481	1.978976396e-10
2665000	-15909.98481	1.977975443e-10
2666000	-15909.98481	1.976974936e-10
2667000	-15909.98481	1.975974873e-10
2668000	-15909.98481	1.974975257e-10
2669000	-15909.98481	1.973976085e-10
2670000	-15909.98481	1.972977359e-10
2671000	-15909.98481	1.971979077e-10
2672000	-15909.98481	1.970981241e-10
2673000	-15909.98481	1.969983849e-10
2674000	-15909.98481	1.968986901e-10
2675000	-15909.98481	1.967990398e-10
2676000	-15909.98481	1.966994339e-10
2677000	-15909.98481	1.965998725e-10
2678000	-15909.98481	1.965003554e-10
2679000	-15909.98481	1.964008828e-10
2680000	-15909.98481	1.963014545e-10
2681000	-15909.98481	1.962020705e-10
2682000	-15909.98481	1.96102731e-10
2683000	-15909.98481	1.960034357e-10
2684000	-15909.98481	1.959041848e-10
2685000	-15909.98481	1.958049782e-10
2686000	-15909.98481	1.957058159e-10
2687000	-15909.98481	1.956066978e-10
2688000	-15909.98481	1.95507624e-10
2689000	-15909.98481	1.954085945e-10
2690000	-15909.98481	1.953096092e-10
2691000	-15909.98481	1.952106682e-10
2692000	-15909.98481	1.951117714e-10
2693000	-15909.98481	1.950129187e-10
2694000	-15909.98481	1.949141103e-10
2695000	-15909.98481	1.94815346e-10
2696000	-15909.98481	1.947166259e-10
2697000	-15909.98481	1.946179499e-10
2698000	-15909.98481	1.945193181e-10
2699000	-15909.98481	1.944207304e-10
2700000	-15909.98481	1.943221868e-10
2701000	-15909.98481	1.942236873e-10
2702000	-15909.98481	1.941252318e-10
2703000	-15909.98481	1.940268205e-10
2704000	-15909.98481	1.939284531e-10
2705000	-15909.98481	1.938301299e-10
2706000	-15909.98481	1.937318506e-10
2707000	-15909.98481	1.936336154e-10
2708000	-15909.98481	1.935354242e-10
2709000	-15909.98481	1.934372769e-10
2710000	-15909.98481	1.933391736e-10
2711000	-15909.98481	1.932411143e-10
2712000	-15909.98481	1.931430989e-10
2713000	-15909.98481	1.930451275e-10
2714000	-15909.98481	1.929472e-10
2715000	-15909.98481	1.928493163e-10
2716000	-15909.98481	1.927514766e-10
2717000	-15909.98481	1.926536808e-10
2718000	-15909.98481	1.925559288e-10
2719000	-15909.98481	1.924582206e-10
2720000	-15909.98481	1.923605563e-10
2721000	-15909.98481	1.922629359e-10
2722000	-15909.98481	1.921653592e-10
2723000	-15909.98481	1.920678263e-10
2724000	-15909.98481	1.919703373e-10
2725000	-15909.98481	1.918728919e-10
2726000	-15909.98481	1.917754904e-10
2727000	-15909.98481	1.916781326e-10
2728000	-15909.98481	1.915808185e-10
2729000	-15909.98481	1.914835481e-10
2730000	-15909.98481	1.913863215e-10
2731000	-15909.98481	1.912891385e-10
2732000	-15909.98481	1.911919992e-10
2733000	-15909.98481	1.910949035e-10
2734000	-15909.98481	1.909978515e-10
2735000	-15909.98481	1.909008432e-10
2736000	-15909.98481	1.908038784e-10
2737000	-15909.98481	1.907069573e-10
2738000	-15909.98481	1.906100798e-10
2739000	-15909.98481	1.905132458e-10
2740000	-15909.98481	1.904164554e-10
2741000	-15909.98481	1.903197086e-10
2742000	-15909.98481	1.902230053e-10
2743000	-15909.98481	1.901263455e-10
2744000	-15909.98481	1.900297292e-10
2745000	-15909.98481	1.899331565e-10
2746000	-15909.98481	1.898366272e-10
2747000	-15909.98481	1.897401414e-10
2748000	-15909.98481	1.89643699e-10
2749000	-15909.98481	1.895473001e-10
2750000	-15909.98481	1.894509447e-10
2751000	-15909.98481	1.893546326e-10
2752000	-15909.98481	1.89258364e-10
2753000	-15909.98481	1.891621387e-10
2754000	-15909.98481	1.890659568e-10
2755000	-15909.98481	1.889698183e-10
2756000	-15909.98481	1.888737231e-10
2757000	-15909.98481	1.887776713e-10
2758000	-15909.98481	1.886816628e-10
2759000	-15909.98481	1.885856976e-10
2760000	-15909.98481	1.884897757e-10
2761000	-15909.98481	1.883938971e-10
2762000	-15909.98481	1.882980617e-10
2763000	-15909.98481	1.882022696e-10
2764000	-15909.98481	1.881065207e-10
2765000	-15909.98481	1.880108151e-10
2766000	-15909.98481	1.879151527e-10
2767000	-15909.98481	1.878195334e-10
2768000	-15909.98481	1.877239574e-10
2769000	-15909.98481	1.876284245e-10
2770000	-15909.98481	1.875329348e-10
2771000	-15909.98481	1.874374883e-10
2772000	-15909.98481	1.873420848e-10
2773000	-15909.98481	1.872467245e-10
2774000	-15909.98481	1.871514073e-10
2775000	-15909.98481	1.870561332e-10
2776000	-15909.98481	1.869609022e-10
2777000	-15909.98481	1.868657142e-10
2778000	-15909.98481	1.867705693e-10
2779000	-15909.98481	1.866754674e-10
2780000	-15909.98481	1.865804085e-10
2781000	-15909.98481	1.864853926e-10
2782000	-15909.98481	1.863904198e-10
2783000	-15909.98481	1.862954899e-10
2784000	-15909.98481	1.86200603e-10
2785000	-15909.98481	1.86105759e-10
2786000	-15909.98481	1.86010958e-10
2787000	-15909.98481	1.859161999e-10
2788000	-15909.98481	1.858214847e-10
2789000	-15909.98481	1.857268124e-10
2790000	-15909.98481	1.85632183e-10
2791000	-15909.98481	1.855375965e-10
2792000	-15909.98481	1.854430528e-10
2793000	-15909.98481	1.85348552e-10
2794000	-15909.98481	1.85254094e-10
2795000	-15909.98481	1.851596789e-10
2796000	-15909.98481	1.850653065e-10
2797000	-15909.98481	1.849709769e-10
2798000	-15909.98481	1.848766901e-10
2799000	-15909.98481	1.847824461e-10
2800000	-15909.98481	1.846882448e-10
2801000	-15909.98481	1.845940862e-10
2802000	-15909.98481	1.844999704e-10
2803000	-15909.98481	1.844058973e-10
2804000	-15909.98481	1.843118668e-10
2805000	-15909.98481	1.842178791e-10
2806000	-15909.98481	1.84123934e-10
2807000	-15909.98481	1.840300316e-10
2808000	-15909.98481	1.839361718e-10
2809000	-15909.98481	1.838423546e-10
2810000	-15909.98481	1.8374858e-10
2811000	-15909.98481	1.836548481e-10
2812000	-15909.98481	1.835611587e-10
2813000	-15909.98481	1.834675119e-10
2814000	-15909.98481	1.833739077e-10
2815000	-15909.98481	1.83280346e-10
2816000	-15909.98481	1.831868268e-10
2817000	-15909.98481	1.830933501e-10
2818000	-15909.98481	1.82999916e-10
2819000	-15909.98481	1.829065243e-10
2820000	-15909.98481	1.828131751e-10
2821000	-15909.98481	1.827198684e-10
2822000	-15909.98481	1.826266041e-10
2823000	-15909.98481	1.825333822e-10
2824000	-15909.98481	1.824402028e-10
2825000	-15909.98481	1.823470658e-10
2826000	-15909.98481	1.822539712e-10
2827000	-15909.98481	1.821609189e-10
2828000	-15909.98481	1.82067909e-10
2829000	-15909.98481	1.819749415e-10
2830000	-15909.98481	1.818820163e-10
2831000	-15909.98481	1.817891334e-10
2832000	-15909.98481	1.816962928e-10
2833000	-15909.98481	1.816034945e-10
2834000	-15909.98481	1.815107385e-10
2835000	-15909.98481	1.814180248e-10
2836000	-15909.98481	1.813253534e-10
2837000	-15909.98481	1.812327241e-10
2838000	-15909.98481	1.811401371e-10
2839000	-15909.98481	1.810475923e-10
2840000	-15909.98481	1.809550897e-10
2841000	-15909.98481	1.808626293e-10
2842000	-15909.98481	1.807702111e-10
2843000	-15909.98481	1.80677835e-10
2844000	-15909.98481	1.805855011e-10
2845000	-15909.98481	1.804932093e-10
2846000	-15909.98481	1.804009596e-10
2847000	-15909.98481	1.803087521e-10
2848000	-15909.98481	1.802165866e-10
2849000	-15909.98481	1.801244632e-10
2850000	-15909.98481	1.800323818e-10
2851000	-15909.98481	1.799403425e-10
2852000	-15909.98481	1.798483452e-10
2853000	-15909.98481	1.7975639e-10
2854000	-15909.98481	1.796644767e-10
2855000	-15909.98481	1.795726055e-10
2856000	-15909.98481	1.794807762e-10
2857000	-15909.98481	1.793889889e-10
2858000	-15909.98481	1.792972436e-10
2859000	-15909.98481	1.792055401e-10
2860000	-15909.98481	1.791138786e-10
2861000	-15909.98481	1.790222591e-10
2862000	-15909.98481	1.789306814e-10
2863000	-15909.98481	1.788391456e-10
2864000	-15909.98481	1.787476516e-10
2865000	-15909.98481	1.786561995e-10
2866000	-15909.98481	1.785647893e-10
2867000	-15909.98481	1.784734209e-10
2868000	-15909.98481	1.783820943e-10
2869000	-15909.98481	1.782908095e-10
2870000	-15909.98481	1.781995665e-10
2871000	-15909.98481	1.781083652e-10
2872000	-15909.98481	1.780172057e-10
2873000	-15909.98481	1.77926088e-10
2874000	-15909.98481	1.77835012e-10
2875000	-15909.98481	1.777439777e-10
2876000	-15909.98481	1.776529851e-10
2877000	-15909.98481	1.775620342e-10
2878000	-15909.98481	1.77471125e-10
2879000	-15909.98481	1.773802574e-10
2880000	-15909.98481	1.772894315e-10
2881000	-15909.98481	1.771986472e-10
2882000	-15909.98481	1.771079045e-10
2883000	-15909.98481	1.770172035e-10
2884000	-15909.98481	1.76926544e-10
2885000	-15909.98481	1.768359261e-10
2886000	-15909.98481	1.767453498e-10
2887000	-15909.98481	1.76654815e-10
2888000	-15909.98481	1.765643218e-10
2889000	-15909.98481	1.764738701e-10
2890000	-15909.98481	1.763834598e-10
2891000	-15909.98481	1.762930911e-10
2892000	-15909.98481	1.762027639e-10
2893000	-15909.98481	1.761124781e-10
2894000	-15909.98481	1.760222338e-10
2895000	-15909.98481	1.75932031e-10
2896000	-15909.98481	1.758418695e-10
2897000	-15909.98481	1.757517495e-10
2898000	-15909.98481	1.756616708e-10
2899000	-15909.98481	1.755716336e-10
2900000	-15909.98481	1.754816377e-10
2901000	-15909.98481	1.753916832e-10
2902000	-15909.98481	1.7530177e-10
2903000	-15909.98481	1.752118982e-10
2904000	-15909.98481	1.751220676e-10
2905000	-15909.98481	1.750322784e-10
2906000	-15909.98481	1.749425304e-10
2907000	-15909.98481	1.748528238e-10
2908000	-15909.98481	1.747631584e-10
2909000	-15909.98481	1.746735342e-10
2910000	-15909.98481	1.745839513e-10
2911000	-15909.98481	1.744944095e-10
2912000	-15909.98481	1.74404909e-10
2913000	-15909.98481	1.743154497e-10
2914000	-15909.98481	1.742260315e-10
2915000	-15909.98481	1.741366546e-10
2916000	-15909.98481	1.740473187e-10
2917000	-15909.98481	1.73958024e-10
2918000	-15909.98481	1.738687704e-10
2919000	-15909.98481	1.73779558e-10
2920000	-15909.98481	1.736903866e-10
2921000	-15909.98481	1.736012563e-10
2922000	-15909.98481	1.73512167e-10
2923000	-15909.98481	1.734231189e-10
2924000	-15909.98481	1.733341117e-10
2925000	-15909.98481	1.732451456e-10
2926000	-15909.98481	1.731562205e-10
2927000	-15909.98481	1.730673364e-10
2928000	-15909.98481	1.729784932e-10
2929000	-15909.98481	1.728896911e-10
2930000	-15909.98481	1.728009298e-10
2931000	-15909.98481	1.727122096e-10
2932000	-15909.98481	1.726235302e-10
2933000	-15909.98481	1.725348918e-10
2934000	-15909.98481	1.724462942e-10
2935000	-15909.98481	1.723577376e-10
2936000	-15909.98481	1.722692218e-10
2937000	-15909.98481	1.721807469e-10
2938000	-15909.98481	1.720923128e-10
2939000	-15909.98481	1.720039196e-10
2940000	-15909.98481	1.719155671e-10
2941000	-15909.98481	1.718272555e-10
2942000	-15909.98481	1.717389846e-10
2943000	-15909.98481	1.716507546e-10
2944000	-15909.98481	1.715625653e-10
2945000	-15909.98481	1.714744167e-10
2946000	-15909.98481	1.713863089e-10
2947000	-15909.98481	1.712982417e-10
2948000	-15909.98481	1.712102153e-10
2949000	-15909.98481	1.711222296e-10
2950000	-15909.98481	1.710342846e-10
2951000	-15909.98481	1.709463802e-10
2952000	-15909.98481	1.708585164e-10
2953000	-15909.98481	1.707706933e-10
2954000	-15909.98481	1.706829109e-10
2955000	-15909.98481	1.70595169e-10
2956000	-15909.98481	1.705074677e-10
2957000	-15909.98481	1.70419807e-10
2958000	-15909.98481	1.703321869e-10
2959000	-15909.98481	1.702446073e-10
2960000	-15909.98481	1.701570682e-10
2961000	-15909.98481	1.700695697e-10
2962000	-15909.98481	1.699821117e-10
2963000	-15909.98481	1.698946942e-10
2964000	-15909.98481	1.698073171e-10
2965000	-15909.98481	1.697199806e-10
2966000	-15909.98481	1.696326845e-10
2967000	-15909.98481	1.695454288e-10
2968000	-15909.98481	1.694582135e-10
2969000	-15909.98481	1.693710387e-10
2970000	-15909.98481	1.692839042e-10
2971000	-15909.98481	1.691968102e-10
2972000	-15909.98481	1.691097565e-10
2973000	-15909.98481	1.690227432e-10
2974000	-15909.98481	1.689357702e-10
2975000	-15909.98481	1.688488375e-10
2976000	-15909.98481	1.687619452e-10
2977000	-15909.98481	1.686750931e-10
2978000	-15909.98481	1.685882814e-10
2979000	-15909.98481	1.685015099e-10
2980000	-15909.98481	1.684147787e-10
2981000	-15909.98481	1.683280877e-10
2982000	-15909.98481	1.682414369e-10
2983000	-15909.98481	1.681548264e-10
2984000	-15909.98481	1.680682561e-10
2985000	-15909.98481	1.679817259e-10
2986000	-15909.98481	1.67895236e-10
2987000	-15909.98481	1.678087862e-10
2988000	-15909.98481	1.677223765e-10
2989000	-15909.98481	1.67636007e-10
2990000	-15909.98481	1.675496776e-10
2991000	-15909.98481	1.674633883e-10
2992000	-15909.98481	1.673771391e-10
2993000	-15909.98481	1.6729093e-10
2994000	-15909.98481	1.672047609e-10
2995000	-15909.98481	1.671186319e-10
2996000	-15909.98481	1.670325429e-10
2997000	-15909.98481	1.669464939e-10
2998000	-15909.98481	1.66860485e-10
2999000	-15909.98481	1.66774516e-10
3000000	-15909.98481	1.666885871e-10
3001000	-15843.53661	0.1507225343
3002000	-15859.45982	0.2968889603
3003000	-15908.15774	0.4362720744
3004000	-15913.81087	0.06131802302
3005000	-15913.72429	0.0135148498
3006000	-15913.49371	0.07061816574
3007000	-15909.80421	0.064152155
3008000	-15904.83653	0.01187320907
3009000	-15906.21342	0.01340255412
3010000	-15909.95822	0.01309163021
3011000	-15911.55807	0.001697511162
3012000	-15911.24211	0.002574649004
3013000	-15910.04121	0.0029841052
3014000	-15909.13479	0.0007389505253
3015000	-15909.27178	0.0005117801662
3016000	-15909.8573	0.0006269069154
3017000	-15910.32205	0.0001521720985
3018000	-15910.31665	9.907653275e-05
3019000	-15910.0519	0.0001579871055
3020000	-15909.8255	3.603600449e-05
3021000	-15909.81317	1.794156011e-05
3022000	-15909.93881	3.464330921e-05
3023000	-15910.04706	8.350360789e-06
3024000	-15910.06135	4.886210961e-06
3025000	-15910.00886	7.347377746e-06
3026000	-15909.94751	2.093077677e-06
3027000	-15909.94083	9.86553311e-07
3028000	-15909.96955	1.603648863e-06
3029000	-15909.99775	5.680960229e-07
3030000	-15910.00193	1.627818813e-07
3031000	-15909.98916	3.768957742e-07
3032000	-15909.97572	1.445812756e-07
3033000	-15909.97337	3.414063678e-08
3034000	-15909.97813	8.341211807e-08
3035000	-15909.98484	2.932469938e-08
3036000	-15909.98687	9.645804506e-09
3037000	-15909.9846	1.877574806e-08
3038000	-15909.98041	7.477644609e-09
3039000	-15909.9803	2.054516957e-09
3040000	-15909.98237	3.677840358e-09
3041000	-15909.9826	2.094962266e-09
3042000	-15909.98267	5.037265074e-10
3043000	-15909.98258	8.889238395e-10
3044000	-15909.98248	5.342633846e-10
3045000	-15909.98245	1.349091602e-10
3046000	-15909.98248	2.747288746e-10
3047000	-15909.98253	1.84652592e-10
3048000	-15909.98255	9.497597046e-11
3049000	-15909.98254	1.202126074e-10
3050000	-15909.98252	1.011183677e-10
3051000	-15909.98251	8.416549043e-11
3052000	-15909.98251	8.736578272e-11
3053000	-15909.98252	8.43760097e-11
3054000	-15909.98253	7.992555617e-11
3055000	-15909.98253	8.040542424e-11
3056000	-15909.98252	8.015642193e-11
3057000	-15909.98252	7.897508809e-11
3058000	-15909.98252	7.905261317e-11
3059000	-15909.98252	7.897883623e-11
3060000	-15909.98252	7.868295181e-11
3061000	-15909.98252	7.86934349e-11
3062000	-15909.98252	7.865222633e-11
3063000	-15909.98252	7.85655572e-11
3064000	-15909.98252	7.854407843e-11
3065000	-15909.98252	7.851534565e-11
3066000	-15909.98252	7.847625267e-11
3067000	-15909.98252	7.844885414e-11
3068000	-15909.98252	7.842156635e-11
3069000	-15909.98252	7.839175718e-11
3070000	-15909.98252	7.836450588e-11
3071000	-15909.98252	7.833747383e-11
3072000	-15909.98252	7.830963712e-11
3073000	-15909.98252	7.828241777e-11
3074000	-15909.98252	7.825530833e-11
3075000	-15909.98252	7.822802189e-11
3076000	-15909.98252	7.820086633e-11
3077000	-15909.98252	7.817373877e-11
3078000	-15909.98252	7.814658362e-11
3079000	-15909.98252	7.811946138e-11
3080000	-15909.98252	7.809235527e-11
3081000	-15909.98252	7.806524803e-11
3082000	-15909.98252	7.803815396e-11
3083000	-15909.98252	7.801107084e-11
3084000	-15909.98252	7.798399386e-11
3085000	-15909.98252	7.795692642e-11
3086000	-15909.98252	7.792986795e-11
3087000	-15909.98252	7.790281743e-11
3088000	-15909.98252	7.787577558e-11
3089000	-15909.98252	7.78487423e-11
3090000	-15909.98252	7.782171737e-11
3091000	-15909.98252	7.779470091e-11
3092000	-15909.98252	7.776769292e-11
3093000	-15909.98252	7.774069336e-11
3094000	-15909.98252	7.771370223e-11
3095000	-15909.98252	7.768671955e-11
3096000	-15909.98252	7.765974529e-11
3097000	-15909.98252	7.763277947e-11
3098000	-15909.98252	7.760582208e-11
3099000	-15909.98252	7.757887311e-11
3100000	-15909.98252	7.755193257e-11
3101000	-15909.98252	7.752500045e-11
3102000	-15909.98252	7.749807675e-11
3103000	-15909.98252	7.747116147e-11
3104000	-15909.98252	7.744425461e-11
3105000	-15909.98252	7.741735616e-11
3106000	-15909.98252	7.739046613e-11
3107000	-15909.98252	7.73635845e-11
3108000	-15909.98252	7.733671129e-11
3109000	-15909.98252	7.730984648e-11
3110000	-15909.98252	7.728299008e-11
3111000	-15909.98252	7.725614208e-11
3112000	-15909.98252	7.722930248e-11
3113000	-15909.98252	7.720247128e-11
3114000	-15909.98252	7.717564848e-11
3115000	-15909.98252	7.714883407e-11
3116000	-15909.98252	7.712202806e-11
3117000	-15909.98252	7.709523044e-11
3118000	-15909.98252	7.706844121e-11
3119000	-15909.98252	7.704166037e-11
3120000	-15909.98252	7.701488791e-11
3121000	-15909.98252	7.698812383e-11
3122000	-15909.98252	7.696136814e-11
3123000	-15909.98252	7.693462083e-11
3124000	-15909.98252	7.690788189e-11
3125000	-15909.98252	7.688115133e-11
3126000	-15909.98252	7.685442915e-11
3127000	-15909.98252	7.682771533e-11
3128000	-15909.98252	7.680100989e-11
3129000	-15909.98252	7.677431281e-11
3130000	-15909.98252	7.67476241e-11
3131000	-15909.98252	7.672094376e-11
3132000	-15909.98252	7.669427177e-11
3133000	-15909.98252	7.666760815e-11
3134000	-15909.98252	7.664095289e-11
3135000	-15909.98252	7.661430598e-11
3136000	-15909.98252	7.658766742e-11
3137000	-15909.98252	7.656103722e-11
3138000	-15909.98252	7.653441537e-11
3139000	-15909.98252	7.650780187e-11
3140000	-15909.98252	7.648119671e-11
3141000	-15909.98252	7.64545999e-11
3142000	-15909.98252	7.642801143e-11
3143000	-15909.98252	7.64014313e-11
3144000	-15909.98252	7.637485951e-11
3145000	-15909.98252	7.634829606e-11
3146000	-15909.98252	7.632174094e-11
3147000	-15909.98252	7.629519415e-11
3148000	-15909.98252	7.62686557e-11
3149000	-15909.98252	7.624212557e-11
3150000	-15909.98252	7.621560377e-11
3151000	-15909.98252	7.61890903e-11
3152000	-15909.98252	7.616258515e-11
3153000	-15909.98252	7.613608832e-11
3154000	-15909.98252	7.610959981e-11
3155000	-15909.98252	7.608311962e-11
3156000	-15909.98252	7.605664774e-11
3157000	-15909.98252	7.603018417e-11
3158000	-15909.98252	7.600372892e-11
3159000	-15909.98252	7.597728198e-11
3160000	-15909.98252	7.595084334e-11
3161000	-15909.98252	7.592441301e-11
3162000	-15909.98252	7.589799098e-11
3163000	-15909.98252	7.587157725e-11
3164000	-15909.98252	7.584517183e-11
3165000	-15909.98252	7.58187747e-11
3166000	-15909.98252	7.579238586e-11
3167000	-15909.98252	7.576600532e-11
3168000	-15909.98252	7.573963308e-11
3169000	-15909.98252	7.571326912e-11
3170000	-15909.98252	7.568691345e-11
3171000	-15909.98252	7.566056606e-11
3172000	-15909.98252	7.563422696e-11
3173000	-15909.98252	7.560789614e-11
3174000	-15909.98252	7.558157361e-11
3175000	-15909.98252	7.555525935e-11
3176000	-15909.98252	7.552895336e-11
3177000	-15909.98252	7.550265565e-11
3178000	-15909.98252	7.547636621e-11
3179000	-15909.98252	7.545008505e-11
3180000	-15909.98252	7.542381215e-11
3181000	-15909.98252	7.539754751e-11
3182000	-15909.98252	7.537129114e-11
